,Total
446,1.1135963588418951
447,1.119722467033789
448,1.1223860563322756
449,1.1238175329364166
450,1.1254478579737104
451,1.1280144544009592
452,1.1317774840840917
453,1.13678620840896
454,1.14312059412006
455,1.151022003561817
456,1.1608591046937171
457,1.172955969973849
458,1.1873864162182344
459,1.2038455971443263
460,1.2216571954457625
461,1.2399099238656033
462,1.2576524762196355
463,1.2739996831096723
464,1.2879138289482885
465,1.2974357275224628
466,1.2986564552555424
467,1.2861341324227573
468,1.256616903878757
469,1.2125287711930166
470,1.1599866391959395
471,1.1048318699713424
472,1.0509803357669214
473,1.0005274263148136
474,0.954271917906427
475,0.9121902839100847
476,0.873805813828032
477,0.8384627379199809
478,0.8055018119848195
479,0.7743338938718947
480,0.7444318952375916
481,0.7152897769743708
482,0.6864063956466553
483,0.6573280807561305
484,0.6277363516592112
485,0.5975296843683058
486,0.5668483456508389
487,0.5360268002060137
488,0.5055016971353166
489,0.47572775344653495
490,0.4471556833354119
491,0.42031565851367186
492,0.3960204141455885
493,0.3756372831102486
494,0.361305229534803
495,0.3559908954241943
496,0.3632675142200112
497,0.38650116931634965
498,0.42734530311599295
499,0.4843997333572271
500,0.5533210726304898
501,0.6284051556400005
502,0.7043182510783832
503,0.7770021852754605
504,0.84378771607411
505,0.9031372658440439
506,0.9543142463503359
507,0.9970949670302639
508,1.0315517596987898
509,1.0579117159849791
510,1.0764862071108907
511,1.0876541225422396
512,1.0918714063252255
513,1.0896801026293026
514,1.081702403117055
515,1.0686212567810727
516,1.0511616959748538
517,1.030094194142825
518,1.0062813433688864
519,0.9807764636032121
520,0.9549571239087731
521,0.9306572633497306
522,0.9102421324586714
523,0.8965124032246325
524,0.892312865110296
525,0.8998926657411787
526,0.9202707120708846
527,0.9527292628074914
528,0.9942119475445903
529,1.0386522237101081
530,1.077445244650629
531,1.1024149718828116
532,1.1095199455329678
533,1.09972775002666
534,1.0770155816859452
535,1.046088962291928
536,1.0111622322102676
537,0.9756284926104797
538,0.9421365109292343
539,0.9127765672196065
540,0.8892493114946691
541,0.8729715147016464
542,0.8650970440482681
543,0.8664363891952378
544,0.8772713986949834
545,0.8971109146672298
546,0.9245205202789185
547,0.9572061186080787
548,0.9924128799523528
549,1.0274403385549529
550,1.0598935959842395
551,1.087393441437273
552,1.1068551145720034
553,1.1140698073535706
554,1.1049688459814409
555,1.0788749957040675
556,1.040312344508657
557,0.9966666949487138
558,0.954981323794983
559,0.9207949593024382
560,0.8982002778199302
561,0.8898123957327329
562,0.8963409852649351
563,0.9162450847590597
564,0.9461095157306597
565,0.9817591546848143
566,1.0194297559658474
567,1.0563799752384417
568,1.0908644122576834
569,1.1217025703944281
570,1.147686916628787
571,1.1670510255589752
572,1.1773221174210604
573,1.1759155389112939
574,1.1613425797533181
575,1.1341299498041402
576,1.0967208470956067
577,1.0527253615191492
578,1.006328228780217
579,0.9621717360114114
580,0.9254684266788504
581,0.901715514342252
582,0.8952815607497697
583,0.9070837913157188
584,0.9334875973183909
585,0.9681909532180906
586,1.0052549194777525
587,1.0404584049299817
588,1.0707200815195792
589,1.092971598665362
590,1.1038409537179565
591,1.10064406882627
592,1.0827441429966433
593,1.0518426444367615
594,1.0110882911063692
595,0.9639933456084615
596,0.9138258605748291
597,0.8634857676037911
598,0.8156352651779738
599,0.7729098830680673
600,0.7381374261304843
601,0.7144987286092824
602,0.7054077011080473
603,0.7136734372365875
604,0.739765863614102
605,0.780331712430992
606,0.828996074641918
607,0.8791534973858217
608,0.9257836432715582
609,0.9649420828016666
610,0.9927106274623012
611,1.0057726420757565
612,1.0030871214693655
613,0.9864575174971414
614,0.9596618080811253
615,0.9273756004478411
616,0.8945358622096711
617,0.8660772008073299
618,0.8468375800409611
619,0.8413079716753938
620,0.8527168757664847
621,0.8813243224538412
622,0.9231719739153516
623,0.971209123384721
624,1.0184095243637095
625,1.06022101511675
626,1.0950628878664939
627,1.1236673742531567
628,1.1482055938253706
629,1.1713894267771876
630,1.1952812558403603
631,1.2197639078778155
632,1.2415489829459205
633,1.2552104166862164
634,1.256293806213099
635,1.2441962334371004
636,1.2226774241034162
637,1.1980931089432205
638,1.177046691717396
639,1.1647025575884187
640,1.1636807380929692
641,1.1734435902290057
642,1.1908105405354585
643,1.211707593073699
644,1.2329018220339798
645,1.2524915116379711
646,1.2689769787505163
647,1.279494128028816
648,1.2789139339880387
649,1.2622296077454487
650,1.2285842988281301
651,1.1816026761995801
652,1.1263833645500374
653,1.0671378340717146
654,1.006510127111906
655,0.9458095221925371
656,0.8856126701460524
657,0.8264769562529024
658,0.769421900668995
659,0.715922317825356
660,0.6676100484641557
661,0.6260104096944085
662,0.5922919718423146
663,0.5668402034957113
664,0.5487206397935775
665,0.5354929160811557
666,0.5238521816816464
667,0.5109091632317504
668,0.49518750409005613
669,0.47664665171510145
670,0.4560343369679704
671,0.43428667637551593
672,0.41231566689713317
673,0.3911399034584067
674,0.37215657989455136
675,0.35734951941695764
676,0.34942572059256527
677,0.3519624719197938
678,0.3693092121229685
679,0.40559126388493305
680,0.4624186595462029
681,0.5364441772041784
682,0.6193859188377762
683,0.701345265994963
684,0.7746634415656863
685,0.835489875638632
686,0.8831550385071884
687,0.9188949653926254
688,0.9448377932049865
689,0.9633351424394802
690,0.9764748487612797
691,0.9857187041241834
692,0.9917544713363302
693,0.9946371810742559
694,0.994123241164961
695,0.9899825801453509
696,0.9821557217398688
697,0.9707767611109808
698,0.9561505100066356
699,0.9387568835766074
700,0.9193087181302438
701,0.8988453233643544
702,0.8788440387821155
703,0.8613500758702731
704,0.849073424919206
705,0.8452745639077823
706,0.8531895132956533
707,0.8749480759306907
708,0.910309488110142
709,0.9556215800309412
710,1.0038048283749965
711,1.0467657583685537
712,1.0791560312808015
713,1.0998292325561412
714,1.110439296318868
715,1.1135147197075332
716,1.1113792674863494
717,1.1058904272631211
718,1.0985802079964933
719,1.0908594677408965
720,1.084114725593407
721,1.0796808443077406
722,1.0787465781402759
723,1.0822409982140881
724,1.090716715050292
725,1.1042354217770187
726,1.1222845108026396
727,1.143789846136568
728,1.1672834392509388
729,1.1912066036552493
730,1.214221350206588
731,1.235317352957405
732,1.2534658096328841
733,1.266678823814622
734,1.270920791786578
735,1.2607153534607727
736,1.233118501203508
737,1.1909698220176914
738,1.1405626643487512
739,1.0877830234784434
740,1.0366797168636879
741,0.9896702112693998
742,0.948066164811089
743,0.9124609027046413
744,0.8829248575615728
745,0.8590640488456911
746,0.8400245815990439
747,0.8245177623810692
748,0.8109075147945545
749,0.7973693603726092
750,0.7821150977304662
751,0.7636669391467517
752,0.7411296267254438
753,0.7143557718707959
754,0.6839035355371224
755,0.6507941356795913
756,0.616200113394954
757,0.5812167198092119
758,0.5468019419739771
759,0.5138986594013174
760,0.4837001007558558
761,0.4579578354882744
762,0.43917685430189074
763,0.4305928896239262
764,0.43580566873368903
765,0.45776107634998886
766,0.4971801014231683
767,0.5515626267901319
768,0.6159110049738985
769,0.6846643734250658
770,0.7533090126806196
771,0.8189348115163865
772,0.8800300282114218
773,0.9360210330364858
774,0.986843995662875
775,1.0326242823733078
776,1.0734447601879675
777,1.109181552802605
778,1.1394313828599683
779,1.1635806376602116
780,1.181008541488109
781,1.1913165417499116
782,1.1944598481314626
783,1.1907480608584222
784,1.180772953370421
785,1.165343526357928
786,1.14548141980007
787,1.1224876970190458
788,1.0980508586978845
789,1.0743454851694354
790,1.0540505354274896
791,1.0401607243794566
792,1.035488990979361
793,1.0419659071951533
794,1.0599913891395971
795,1.0878942749128104
796,1.1213932627099712
797,1.1534741185684316
798,1.1757823871775157
799,1.1816697984446152
800,1.168712225411128
801,1.1386689581205225
802,1.095623608979925
803,1.0441555693139177
804,0.9883425664690945
805,0.9314428273814489
806,0.8759178211267592
807,0.8235825172609066
808,0.7757874669394685
809,0.7335919258005468
810,0.697907633160226
811,0.6695962005555268
812,0.6494924673002711
813,0.6383082915034052
814,0.6363717813995612
815,0.6432177521399309
816,0.6571815747834123
817,0.6752617411088057
818,0.6934095566011798
819,0.7071445950312621
820,0.7123960612605793
821,0.7066523040433579
822,0.6900992101759731
823,0.6657158782189188
824,0.6380147638514245
825,0.6116768289086513
826,0.5911304567974719
827,0.5808437021802367
828,0.5855030423226869
829,0.6091546337554105
830,0.6528614066628572
831,0.7124717611948804
832,0.7796168288491805
833,0.8456919314968803
834,0.9049250652691458
835,0.9548143453747312
836,0.9951899908073292
837,1.0272069559464845
838,1.0526724437730706
839,1.073649380024466
840,1.092187457908963
841,1.1100715014597735
842,1.128554894757097
843,1.1481411180550827
844,1.1685343675711217
845,1.1888219020829376
846,1.2077782015990337
847,1.2240747213454806
848,1.2363868470108978
849,1.2436534094347345
850,1.2454806253982502
851,1.2423774988075078
852,1.2357530809816375
853,1.227840935616707
854,1.2216056281333145
855,1.2204248767176638
856,1.22714335452339
857,1.2422773823692002
858,1.2620299618395756
859,1.2783047979221505
860,1.282750490160485
861,1.2716463390732393
862,1.2463994508012421
863,1.2107755189967566
864,1.1685252994380002
865,1.1224173707283995
866,1.0741340613451518
867,1.0245180567071317
868,0.9739370811182995
869,0.9226475498244299
870,0.8710490206079071
871,0.8197597904994008
872,0.7695466122327298
873,0.7212175738715196
874,0.6755503561075983
875,0.6332445347048878
876,0.5948747820025695
877,0.5608441931250977
878,0.531322063388937
879,0.5061337147697645
880,0.48460155868667226
881,0.46544293228336325
882,0.4469675834701694
883,0.42774408075296266
884,0.4074070416324221
885,0.38687590725399673
886,0.3678291599543506
887,0.35213898907829627
888,0.34173297292629506
889,0.3387220898321137
890,0.3455183977690284
891,0.3647538815492579
892,0.39884100053315397
893,0.44906092093608485
894,0.5143344599381049
895,0.5904219824226917
896,0.670587801458607
897,0.7477201702333724
898,0.8164083325815604
899,0.8737201120268331
900,0.9188354534555038
901,0.9523011358610751
902,0.975389368396848
903,0.9896749525027855
904,0.9967816796308256
905,0.9982187047456392
906,0.9952479704320011
907,0.9887673628422413
908,0.9792557033496571
909,0.9668614117717018
910,0.9516464155712231
911,0.933851143996126
912,0.9140285264170847
913,0.893051406817109
914,0.8720913762340112
915,0.8526253097864113
916,0.836464782637873
917,0.8257660397216418
918,0.8229495116014353
919,0.8304368052289338
920,0.8501269192985442
921,0.8825938573112908
922,0.9260302865794873
923,0.975225567987922
924,1.022002768677993
925,1.0585705239222747
926,1.081318953512795
927,1.0912361172508247
928,1.0917415845378682
929,1.0866660960630128
930,1.0792840833243702
931,1.0720673757985086
932,1.066755347550497
933,1.0645352748768393
934,1.0662337124362757
935,1.0724356955360932
936,1.0834682274529759
937,1.0992705780177592
938,1.1192691270759765
939,1.1423794340389994
940,1.1671799955990108
941,1.1922070937006977
942,1.2162561279074744
943,1.238564327415188
944,1.2587725098395561
945,1.2765720674449368
946,1.2909377874016672
947,1.2990184464894783
948,1.2956480332058433
949,1.275774525218127
950,1.2393195062951947
951,1.191905848284242
952,1.1406066823012084
953,1.0908432539900048
954,1.0458760165747107
955,1.0072280244361718
956,0.9751476391265707
957,0.9489734473327066
958,0.927435296011081
959,0.908902238194585
960,0.8915708348352539
961,0.8736153514204388
962,0.8533568906444566
963,0.8294914430834659
964,0.8013326935974681
965,0.7689444870075983
966,0.733059697800268
967,0.6948125123421318
968,0.6554234230167438
969,0.6159686520736436
970,0.5772838438482455
971,0.5399911926453682
972,0.5046278012013875
973,0.4718602727120671
974,0.4427557015878342
975,0.4190208229551621
976,0.40308020678485473
977,0.39789773069417556
978,0.4063672026233896
979,0.43016795032136823
980,0.4686679832617945
981,0.5188985123841373
982,0.5767295455245314
983,0.6382520140665049
984,0.7005398761694139
985,0.7617595841997389
986,0.8209403538301355
987,0.8776319530125763
988,0.9315295409097996
989,0.9821094894388733
990,1.0283900246223676
991,1.0689748730597648
992,1.1024011497233155
993,1.1275726870717753
994,1.144010092588513
995,1.151841703454425
996,1.1516416602981954
997,1.1442485534145037
998,1.1306413019854715
999,1.1118976156020275
1000,1.0892333666331944
1001,1.0641002132081003
1002,1.0382971071063345
1003,1.0140390271342685
1004,0.9938985860652516
1005,0.9805236556885437
1006,0.9761569878041749
1007,0.9821743278504467
1008,0.9988351124364081
1009,1.0251858865858812
1010,1.058897329721227
1011,1.0959546098284412
1012,1.130506119322087
1013,1.15554601416834
1014,1.1648612090755115
1015,1.1554267968865009
1016,1.1284217662235068
1017,1.0880921387076583
1018,1.0396732503321444
1019,0.9878799742119171
1020,0.9363679422042274
1021,0.8878058216572752
1022,0.8441550780499898
1023,0.8069472476733346
1024,0.7774836791944905
1025,0.756926721226035
1026,0.746248044496962
1027,0.7460010395389218
1028,0.7559464618876711
1029,0.7746985868963778
1030,0.7996590190288411
1031,0.8273572351847414
1032,0.8539586234641877
1033,0.8755893788196952
1034,0.8884960500005631
1035,0.8894801581440386
1036,0.8769232481367947
1037,0.8518583771812229
1038,0.8179449590330016
1039,0.7802136597779724
1040,0.7437957388872096
1041,0.7135116179959857
1042,0.6940723065624393
1043,0.6900895955996436
1044,0.705074267593847
1045,0.739370525761458
1046,0.788788962912139
1047,0.8460542106436796
1048,0.9040729211848628
1049,0.95814110737704
1050,1.0062112250752995
1051,1.0481729542410043
1052,1.08501798229954
1053,1.1181554154818312
1054,1.148844759846849
1055,1.1777075016891958
1056,1.2044207062179337
1057,1.2278305484420926
1058,1.2466379192231922
1059,1.2604233224784138
1060,1.2703834816718835
1061,1.2791435604666426
1062,1.289445381438145
1063,1.3023328879728566
1064,1.3163526304829007
1065,1.3287231757666331
1066,1.3372804583012061
1067,1.341535871447855
1068,1.342686334656079
1069,1.3431358708229677
1070,1.3456816386802821
1071,1.3521040467681655
1072,1.3611964549367297
1073,1.3675193081463481
1074,1.3632533341459556
1075,1.3429207445439983
1076,1.306135550101312
1077,1.25612674864761
1078,1.1970518729089474
1079,1.1324951466434412
1080,1.0651525877484171
1081,0.9970426885986076
1082,0.9297866110325015
1083,0.8647536662779407
1084,0.8030482170734842
1085,0.7454136494619411
1086,0.6921368819201765
1087,0.6430241975345319
1088,0.5975367277556486
1089,0.555106785441881
1090,0.5154352720653185
1091,0.4785307431793311
1092,0.444542340018173
1093,0.413583825699542
1094,0.38562319813235973
1095,0.36042055775713455
1096,0.3375246937835054
1097,0.31639565429386135
1098,0.29667666636692586
1099,0.2784653269301422
1100,0.26238619482181263
1101,0.2495254616773504
1102,0.24148028548403072
1103,0.2406372256433296
1104,0.2505744268554409
1105,0.2761848267265125
1106,0.32253967449361454
1107,0.3914663351079618
1108,0.4777231097565481
1109,0.5701232133076086
1110,0.6576042781455229
1111,0.7334278523471108
1112,0.7951058482397844
1113,0.8426643789350394
1114,0.8772157969355453
1115,0.900207988019745
1116,0.9131379827959206
1117,0.9174701098014726
1118,0.9146047786228855
1119,0.9058489553073767
1120,0.8923830915957087
1121,0.8752262276260669
1122,0.8552072482832738
1123,0.8329650181612196
1124,0.8090035361852834
1125,0.783796091813863
1126,0.7578936404297225
1127,0.7320093220247735
1128,0.7071044143558188
1129,0.6845213867145562
1130,0.6661840845113833
1131,0.6548024987703059
1132,0.6538293977617115
1133,0.6667331084523576
1134,0.6955453042494661
1135,0.7396032116137093
1136,0.7952043504633413
1137,0.8560478494283618
1138,0.9148786543337968
1139,0.9661512907336035
1140,1.0077006195809814
1141,1.0403455927607275
1142,1.066475299804287
1143,1.0888136466759146
1144,1.1097024653778447
1145,1.1307789400028434
1146,1.1528831757798463
1147,1.1761066997743321
1148,1.1999375516836197
1149,1.2234603215031745
1150,1.2455676930147206
1151,1.265156720276696
1152,1.2812994646867208
1153,1.293377829373616
1154,1.3011755871033623
1155,1.3049382714763658
1156,1.3054262255314837
1157,1.3039734406850951
1158,1.3025012796422424
1159,1.3033225288332566
1160,1.3085080467783132
1161,1.3186714975542855
1162,1.3312414097311407
1163,1.3394563305583582
1164,1.3352067402390766
1165,1.314773382332071
1166,1.2802029035562987
1167,1.2359068960053308
1168,1.185782542384728
1169,1.1323690901585766
1170,1.0770525804196207
1171,1.0205364919173865
1172,0.9632712133202279
1173,0.9057358642266148
1174,0.8485471300264081
1175,0.7924307645078109
1176,0.7381284397866049
1177,0.686306576241991
1178,0.6375005786026597
1179,0.5920969795973271
1180,0.5503398145844376
1181,0.512343169744112
1182,0.47809309704479225
1183,0.44742660817726343
1184,0.4199890183625279
1185,0.3952044814812584
1186,0.3723368819246993
1187,0.3507098193369079
1188,0.3300453724324806
1189,0.31071554861095146
1190,0.2936922831505443
1191,0.2803226479534031
1192,0.2722551150030425
1193,0.27156570295796223
1194,0.2809169457597585
1195,0.3035312465181184
1196,0.34264915394030837
1197,0.4001004939415021
1198,0.4742330964010079
1199,0.5588847061492146
1200,0.6451867997678872
1201,0.7250566473238504
1202,0.7934140275663254
1203,0.8482238270294791
1204,0.8895034930775101
1205,0.9183487223437744
1206,0.9363020020116315
1207,0.9450128919021006
1208,0.9460706015235464
1209,0.9409201002659678
1210,0.9308115531202181
1211,0.9167639484566675
1212,0.8995511166659572
1213,0.879735994422144
1214,0.8577704571099583
1215,0.8341359999033943
1216,0.8094605760993836
1217,0.7845788800958041
1218,0.7605718932536606
1219,0.7388277260376698
1220,0.721128170642267
1221,0.7097211999192193
1222,0.7072773818592654
1223,0.716561331526047
1224,0.7396972807267874
1225,0.7771731452753188
1226,0.8269003371325019
1227,0.8836237470139331
1228,0.9396687800821111
1229,0.9879260082553175
1230,1.024926965727086
1231,1.0511758483161886
1232,1.0694347109670888
1233,1.0830256832008724
1234,1.094902723388822
1235,1.1073003565651045
1236,1.1216607091150905
1237,1.1386755746999464
1238,1.158377282588454
1239,1.1802493459872196
1240,1.2033479234944704
1241,1.2264503206053137
1242,1.2482525859490534
1243,1.2676007042652322
1244,1.283701312202213
1245,1.296266250908131
1246,1.3055813278321637
1247,1.3125094653365672
1248,1.3184174268900553
1249,1.3249495341034772
1250,1.3334783921849314
1251,1.3440001489706543
1252,1.3534761585407296
1253,1.355104911648863
1254,1.3418897805541063
1255,1.3124864386245787
1256,1.2711763016920186
1257,1.2234757683140562
1258,1.1734659016589308
1259,1.123384294453619
1260,1.0740432325388807
1261,1.0253642804541416
1262,0.9768550258050964
1263,0.9279938691361094
1264,0.8784974091155399
